Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Correspondence Address,Publisher
"Salman M., Haq I.U., Ahmad T., Ali H., Qamar A., Basit A., Khan M., Iqbal J.","57211775386;57215896630;57214283374;56967133900;56088606400;56818716000;56151971600;57220635316;","Minimization of total harmonic distortions of cascaded H-bridge multilevel inverter by utilizing bio inspired AI algorithm",2020,"Eurasip Journal on Wireless Communications and Networking","2020","1", 66,"","",,2,"10.1186/s13638-020-01686-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082334196&doi=10.1186%2fs13638-020-01686-5&partnerID=40&md5=78d215151dbfcf2b32a69392370dc12e","US Pakistan Center for Advanced Studies in Energy, UET Peshawar, Peshawar, 25000, Pakistan; Department of Electrical and Electronic Engineering Technology, UOT Nowshera, Nowshera, 24100, Pakistan; Department of Electrical Engineering, Sarhad University of Science IT, Peshawar, 25000, Pakistan","Salman, M., US Pakistan Center for Advanced Studies in Energy, UET Peshawar, Peshawar, 25000, Pakistan; Haq, I.U., US Pakistan Center for Advanced Studies in Energy, UET Peshawar, Peshawar, 25000, Pakistan; Ahmad, T., US Pakistan Center for Advanced Studies in Energy, UET Peshawar, Peshawar, 25000, Pakistan; Ali, H., Department of Electrical and Electronic Engineering Technology, UOT Nowshera, Nowshera, 24100, Pakistan; Qamar, A., US Pakistan Center for Advanced Studies in Energy, UET Peshawar, Peshawar, 25000, Pakistan; Basit, A., US Pakistan Center for Advanced Studies in Energy, UET Peshawar, Peshawar, 25000, Pakistan; Khan, M., Department of Electrical Engineering, Sarhad University of Science IT, Peshawar, 25000, Pakistan; Iqbal, J., Department of Electrical Engineering, Sarhad University of Science IT, Peshawar, 25000, Pakistan","Genetic algorithm; MATLAB simulink; Multilevel inverter; Selective harmonic elimination; Total harmonic distortion","Biomimetics; Bridge circuits; Electric inverters; Harmonic analysis; Harmonic distortion; Nonlinear equations; Wave filters; Cascaded h-bridge multilevel inverters; Fundamental frequencies; MATLAB/ SIMULINK; Multilevel inverter; Selective harmonic elimination; Third and fifth harmonic; Total harmonic distortion (THD); Transcendental equations; Genetic algorithms",,,,,"Iqbal, J.; Department of Electrical Engineering, Pakistan; email: Javed.ee@suit.edu.pk","Springer"
"Jia X., Liu Z., Gao E.","57214845732;55883241900;56139400500;","Bio-inspired self-folding strategy to break the trade-off between strength and ductility in carbon-nanoarchitected materials",2020,"npj Computational Materials","6","1", 13,"","",,7,"10.1038/s41524-020-0279-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079047653&doi=10.1038%2fs41524-020-0279-8&partnerID=40&md5=d62e9a0fb5cadc4266b8ef8b8c5b4da2","Department of Engineering Mechanics, School of Civil Engineering, Wuhan University, Wuhan, Hubei  430072, China","Jia, X., Department of Engineering Mechanics, School of Civil Engineering, Wuhan University, Wuhan, Hubei  430072, China; Liu, Z., Department of Engineering Mechanics, School of Civil Engineering, Wuhan University, Wuhan, Hubei  430072, China; Gao, E., Department of Engineering Mechanics, School of Civil Engineering, Wuhan University, Wuhan, Hubei  430072, China",,"Biomimetics; Continuum mechanics; Deformation; Ductility; Economic and social effects; Molecular dynamics; Shearing; Strength of materials; Structural design; Tensile strength; Van der Waals forces; Atomic scale deformation; Deformation and failures; Engineering applications; Mechanical performance; Microstructure design; Molecular dynamics simulations; Multi-functional materials; Strength and ductilities; Graphene","National Natural Science Foundation of China

Natural Science Foundation of Hubei Province

Wuhan University

National Natural Science Foundation of China-Yunnan Joint Fund

Fundamental Research Funds for the Central Universities","This work was supported by the National Natural Science Foundation of China (11902225, 11632009, 11872284, and 11602175), the “Thousand Youth Talents Plan” from China, the Natural Science Foundation of Hubei Province (2019CFB174), the Fundamental Research Funds for the Central Universities, and the Large-scale Instrument and Equipment Sharing Foundation of Wuhan University. The numerical calculations in this work have been done on the supercomputing system in the Supercomputing Center of Wuhan University.",,,"Gao, E.; Department of Engineering Mechanics, China; email: enlaigao@whu.edu.cn","Nature Research"
"Liu P., Huda M.N., Sun L., Yu H.","56428216700;47061455200;57207571892;56011470600;","A survey on underactuated robotic systems: Bio-inspiration, trajectory planning and control",2020,"Mechatronics","72",, 102443,"","",,2,"10.1016/j.mechatronics.2020.102443","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096192563&doi=10.1016%2fj.mechatronics.2020.102443&partnerID=40&md5=a5c748f6baa305363895fcef599da71d","Department of Computer Science, University of York, Heslington, YO10 5GH, United Kingdom; Department of Electronic and Computer Engineering, Brunel University London, Uxbridge, UB8 3PH, United Kingdom; Department of Computer Science, University of Sheffield, Sheffield, S1 4DP, United Kingdom; School of Engineering and the Built Environment, Edinburgh Napier University, Edinburgh, EH10 5DT, United Kingdom","Liu, P., Department of Computer Science, University of York, Heslington, YO10 5GH, United Kingdom; Huda, M.N., Department of Electronic and Computer Engineering, Brunel University London, Uxbridge, UB8 3PH, United Kingdom; Sun, L., Department of Computer Science, University of Sheffield, Sheffield, S1 4DP, United Kingdom; Yu, H., School of Engineering and the Built Environment, Edinburgh Napier University, Edinburgh, EH10 5DT, United Kingdom",,"Biomimetics; Energy efficiency; Robotics; Surveys; Adaptive behaviour; Compliant interaction; Dynamic interaction; Energy efficient; Research communities; Self organisation; Trajectory Planning; Under-actuated systems; Robot programming","Newton Fund

Engineering and Physical Sciences Research Council

National Institute for Health Research

Royal Society

National Natural Science Foundation of China","This work was supported in part by the Natural Science Foundation of China project (no. 61803396 ).","Dr Pengcheng Liu received the B.Eng. degree in measurement and control and the M.Sc. degree in control theory and control engineering from Zhongyuan University of Technology, China, in 2007 and 2012, respectively, and the Ph.D. degree in robotics and control from Bournemouth University, UK, in 2017. He is currently an Assistant Professor at the Department of Computer Science, University of York, UK. Before joining York, he has held several academic positions at Cardiff, Lincoln, Bournemouth and China. He is a member of IEEE, IEEE RAS, IEEE CSS and IFAC. He is also a member of the IEEE Technical Committee on Bio Robotics, Soft Robotics, Robot Learning, and Safety, Security and Rescue Robotics. He is an Associate Editor of IEEE Access and he received the Global Peer Review Awards from Web of Science in 2019, and the Outstanding Contribution Awards from Elsevier in 2017. He has published over 60 papers on flagship journals and conferences. He was nominated as a regular Funding/Grants reviewer for EPSRC, NIHR and NSFC and he has been leading and involving in several research projects and grants, including EPSRC, Newton Fund, Innovate UK, Horizon 2020, Erasmus Mundus, FP7-PEOPLE, NSFC, etc. He serves as reviewers for over 30 flagship journals and conferences in robotics, AI and control, e.g. AURO, NEUNET, NODY, JINT, RNC, ICRA, IROS, RA-L, NCAA, etc. His research interests include robotics, machine learning, dynamical systems control and optimization.","Professor Hongnian Yu is head of research at the School of Engineering and the Built Environment, Edinburgh Napier University, has successfully supervised 20 PhD theses and 18 Master by Research theses, and has examined over 40 PhD/MPhil students’ theses as both internal and external examiner. He has trained 12 post-doctoral research fellows. His research covers the two main areas: a) Robotics with applications in the rescue and recovery operations, and healthcare and 2) ICT enabled healthcare including assistive technologies in supporting elderly and people with dementia, activity recognition of elderly people. He has published over 200 journal and conference research papers. He has held several research grants worth about eight million pounds from the UK EPSRC, the Royal Society, and the European, AWM, as well as from industry. He has managed several international large consortiums as a coordinator. Examples are 1) coordinator (PI) of an EPSRC funded £158 K international network project on Human Adaptive Mechatronics which includes 7 Japanese partners and 7 UK partners; 2) coordinator of the EU funded 3.05 million Euro Erasmus Mundus FUSION project which has 20 international partners; 3) coordinator of the EU funded one million Euro Marie Curie project, etc. Prof Yu has strong research collaboration with partners from over 30 countries, such as China, France, Germany, Hungary, India, Italy, Japan, Romania, Thailand, and UK. He was awarded the F.C. William Premium for his paper on adaptive and robust control of robot manipulators by the IEE Council, and has received two best conference paper awards, seven best (student) conference paper awards with his research students. He has won the Gold Medal on The World Exhibition on Inventions, Research and New Technologies, INNOVA 2009, Brussels, and International Exhibition of Inventions, Geneva, Switzerland, 2010, for invention “Method and device for driving mobile inertial robots”; and the 43rd International Exhibition of inventions, New Techniques and Products, in Geneva, 2015. He is a member of the EPSRC Peer Review College, Fellow of the IeT, Fellow of the RSA, and senior member of IEEE.","Liu, P.; Department of Computer Science, United Kingdom; email: pengcheng.liu@york.ac.uk","Elsevier Ltd"
"Pavlenko E.Y., Stepanov M.D.","57188042200;57222064645;","Countering Cyberattacks against Intelligent Bioinspired Systems Based on FANET",2020,"Automatic Control and Computer Sciences","54","8",,"822","828",,,"10.3103/S014641162008026X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101230641&doi=10.3103%2fS014641162008026X&partnerID=40&md5=f850ecc0ffe43a45161b6923c075d44a","Peter the Great St. Petersburg Polytechnic University, St. Petersburg, 195251, Russian Federation","Pavlenko, E.Y., Peter the Great St. Petersburg Polytechnic University, St. Petersburg, 195251, Russian Federation; Stepanov, M.D., Peter the Great St. Petersburg Polytechnic University, St. Petersburg, 195251, Russian Federation","bee colony algorithm; cyberattack; FANET; mathematical model","Fire extinguishers; Intelligent systems; Security of data; Bee colony algorithms; Cyber-attacks; Intelligent bio-inspired systems; Intelligent fires; Mathematical descriptions; Vehicular ad hoc networks",,,,,"Pavlenko, E.Y.; Peter the Great St. Petersburg Polytechnic UniversityRussian Federation; email: pavlenko@ibks.spbstu.ru","Pleiades journals"
"Jadoon I., Ahmed A., ur Rehman A., Shoaib M., Raja M.A.Z.","57211966320;31168191800;55800448900;57213458638;36739939800;","Integrated meta-heuristics finite difference method for the dynamics of nonlinear unipolar electrohydrodynamic pump flow model",2020,"Applied Soft Computing Journal","97",, 106791,"","",,5,"10.1016/j.asoc.2020.106791","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092436831&doi=10.1016%2fj.asoc.2020.106791&partnerID=40&md5=8b96e50e75eccc6dc0ccccafaf6108dd","Department of Electrical and Computer Engineering, COMSATS University Islamabad, Wah Campus, Rawalpindi, Pakistan; Department of Electrical Engineering and Computer Science, Khalifa University, Abu Dhabi, United Arab Emirates; Department of Electrical and Computer Engineering, COMSATS University Islamabad, Campus Attock, Attock, Pakistan; Department of Mathematics, COMSATS University Islamabad, Campus Attock, Attock, Pakistan; Future Technology Research Center, National Yunlin University of Science and Technology, 123 University Road, Section 3, Douliou, Yunlin, 64002, Taiwan","Jadoon, I., Department of Electrical and Computer Engineering, COMSATS University Islamabad, Wah Campus, Rawalpindi, Pakistan; Ahmed, A., Department of Electrical and Computer Engineering, COMSATS University Islamabad, Wah Campus, Rawalpindi, Pakistan, Department of Electrical Engineering and Computer Science, Khalifa University, Abu Dhabi, United Arab Emirates; ur Rehman, A., Department of Electrical and Computer Engineering, COMSATS University Islamabad, Campus Attock, Attock, Pakistan; Shoaib, M., Department of Mathematics, COMSATS University Islamabad, Campus Attock, Attock, Pakistan; Raja, M.A.Z., Department of Electrical and Computer Engineering, COMSATS University Islamabad, Campus Attock, Attock, Pakistan, Future Technology Research Center, National Yunlin University of Science and Technology, 123 University Road, Section 3, Douliou, Yunlin, 64002, Taiwan","Active set algorithm; Bio-inspired heuristics; Electrohydrodynamic; Genetic algorithm; Nonlinear systems; Unipolar pump flow","Bioinformatics; Computational efficiency; Cost functions; Differential equations; Efficiency; Electric potential; Electrohydrodynamics; Errors; Finite difference method; Genetic algorithms; Heuristic methods; Integration; Local search (optimization); Mathematical transformations; Mean square error; Pumps; Reynolds number; Stochastic models; Stochastic systems; Electrohydrodynamic pump; Engineering and technology; Finitedifference methods (FDM); Genetic algorithm (GAs); Mean absolute error; Nonlinear algebraic equations; Nonlinear differential systems; Root mean squared errors; Nonlinear equations",,,,,"Raja, M.A.Z.; Future Technology Research Center, 123 University Road, Section 3, Douliou, Taiwan; email: Muhammad.asif@ciit-attock.edu.pk","Elsevier Ltd"
"Antonini M., Gaiardo A., Vecchio M.","57191242552;56205323000;24342596400;","MetaNChemo: A meta-heuristic neural-based framework for chemometric analysis",2020,"Applied Soft Computing","97",, 106712,"","",,,"10.1016/j.asoc.2020.106712","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091212450&doi=10.1016%2fj.asoc.2020.106712&partnerID=40&md5=e20cb47cbe0e675a4add5b96843b653b","OpenIoT research unit, ICT Center, Fondazione Bruno Kessler, Italy; Department of Information Engineering and Computer Science, University of Trento, Italy; Micro Nano Facility research unit, CMM Center, Fondazione Bruno Kessler, Italy","Antonini, M., OpenIoT research unit, ICT Center, Fondazione Bruno Kessler, Italy, Department of Information Engineering and Computer Science, University of Trento, Italy; Gaiardo, A., Micro Nano Facility research unit, CMM Center, Fondazione Bruno Kessler, Italy; Vecchio, M., OpenIoT research unit, ICT Center, Fondazione Bruno Kessler, Italy","Bio-inspired optimization; Chemometrics; Cyber–physical system; Data-set; Gas sensor; Meta-heuristics","Artificial intelligence; Carbon monoxide; Environmental testing; Gas detectors; Heuristic algorithms; Heuristic methods; Artificial intelligence techniques; Chemometric analysis; Chemoresistive sensors; Environmental Monitoring; Materials scientist; Meta-heuristic techniques; Production techniques; Research and development; Gases",,,,,"Antonini, M.; OpenIoT research unit, Italy; email: m.antonini@fbk.eu","Elsevier Ltd"
"Sreejith S., Khanna Nehemiah H., Kannan A.","56613171600;55630583500;8273684400;","A Classification Framework using a Diverse Intensified Strawberry Optimized Neural Network (DISON) for Clinical Decision-making",2020,"Cognitive Systems Research","64",,,"98","116",,,"10.1016/j.cogsys.2020.08.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090403392&doi=10.1016%2fj.cogsys.2020.08.003&partnerID=40&md5=6db45aa59494d4905a0f8ad71e7d22a1","Ramanujan Computing Centre, Anna University, Chennai, Tamil Nadu  600025, India; School of Computer Science and Engineering, Vellore Institute of Technology, Vellore, India","Sreejith, S., Ramanujan Computing Centre, Anna University, Chennai, Tamil Nadu  600025, India; Khanna Nehemiah, H., Ramanujan Computing Centre, Anna University, Chennai, Tamil Nadu  600025, India; Kannan, A., School of Computer Science and Engineering, Vellore Institute of Technology, Vellore, India","ANN; Bio-inspired computing; Clinical data; Extremely randomized trees; Strawberry plant optimization","Backpropagation; Cardiology; Decision making; Diseases; Feedforward neural networks; Fruits; Gradient methods; Stochastic systems; Classification framework; Classifier performance; Clinical decision making; Duplicate elimination; Feed-forward artificial neural networks; Machine learning repository; Sensitivity and specificity; University of California; Optimization; adult; Article; back propagation; clinical decision making; controlled study; decision tree; diabetes mellitus; diverse intensified strawberry optimized neural network; extremely randomized tree; feed forward neural network; female; heart disease; human; k nearest neighbor; male; measurement accuracy; metaheuristics; priority journal; random forest; sensitivity and specificity; statistical bias; strawberry optimization algorithm",,,,,"Khanna Nehemiah, H.; Ramanujan Computing Centre, India; email: nehemiah@annauniv.edu","Elsevier B.V."
"Wei B., Hao K., Gao L., Tang X.-S.","57204475594;56386923100;55656025900;56463255100;","Detecting textile micro-defects: A novel and efficient method based on visual gain mechanism",2020,"Information Sciences","541",,,"60","74",,4,"10.1016/j.ins.2020.06.035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087592856&doi=10.1016%2fj.ins.2020.06.035&partnerID=40&md5=cc9ef52f7566dee16a8f99ab3e2fbd3c","Engineering Research Center of Digitized Textile and Apparel Technology, Ministry of Education, Donghua University, Shanghai, 201620, China; College of Information Sciences and Technology, Donghua University, Shanghai, 201620, China; Business School, Shandong Normal University, Ji'nan, 250014, China; Commonwealth Scientific and Industrial Research Organization (CSIRO)SA  5064, Australia","Wei, B., Engineering Research Center of Digitized Textile and Apparel Technology, Ministry of Education, Donghua University, Shanghai, 201620, China, College of Information Sciences and Technology, Donghua University, Shanghai, 201620, China; Hao, K., Engineering Research Center of Digitized Textile and Apparel Technology, Ministry of Education, Donghua University, Shanghai, 201620, China, College of Information Sciences and Technology, Donghua University, Shanghai, 201620, China; Gao, L., Business School, Shandong Normal University, Ji'nan, 250014, China, Commonwealth Scientific and Industrial Research Organization (CSIRO)SA  5064, Australia; Tang, X.-S., Engineering Research Center of Digitized Textile and Apparel Technology, Ministry of Education, Donghua University, Shanghai, 201620, China, College of Information Sciences and Technology, Donghua University, Shanghai, 201620, China","Attention mechanism; Bio-inspired intelligence; Convolutional neural network; Faster RCNN; Textile micro-defect detection; Visual gain","Convolutional neural networks; Defects; Learning systems; Quality control; Textiles; Attention mechanisms; Competitive performance; Detection precision; Efficient detection; Experimental validations; Industrial processs; Response amplitudes; Textile quality control; Object detection",,,,,"Hao, K.; Engineering Research Center of Digitized Textile and Apparel Technology, China; email: krhao@dhu.edu.cn","Elsevier Inc."
"Song B., Li K., Orellana-Martín D., Valencia-Cabrera L., Pérez-Jiménez M.J.","55842596100;7404988992;56429543500;57219366924;55329982500;","Cell-like P systems with evolutional symport/antiport rules and membrane creation",2020,"Information and Computation","275",, 104542,"","",,10,"10.1016/j.ic.2020.104542","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081272555&doi=10.1016%2fj.ic.2020.104542&partnerID=40&md5=e13e0159b8be0c7cf17bd57e5ee0ad8b","College of Information Science and Engineering, Hunan University, the National Supercomputing Center in Changsha, Hunan, 410082, China; Research Group on Natural Computing, Department of Computer Science and Artificial Intelligence, Universidad de Sevilla, Avda. Reina Mercedes s/n, Sevilla, 41012, Spain","Song, B., College of Information Science and Engineering, Hunan University, the National Supercomputing Center in Changsha, Hunan, 410082, China; Li, K., College of Information Science and Engineering, Hunan University, the National Supercomputing Center in Changsha, Hunan, 410082, China; Orellana-Martín, D., Research Group on Natural Computing, Department of Computer Science and Artificial Intelligence, Universidad de Sevilla, Avda. Reina Mercedes s/n, Sevilla, 41012, Spain; Valencia-Cabrera, L., Research Group on Natural Computing, Department of Computer Science and Artificial Intelligence, Universidad de Sevilla, Avda. Reina Mercedes s/n, Sevilla, 41012, Spain; Pérez-Jiménez, M.J., Research Group on Natural Computing, Department of Computer Science and Artificial Intelligence, Universidad de Sevilla, Avda. Reina Mercedes s/n, Sevilla, 41012, Spain","Bio-inspired computing; Cell-like P system; Evolutional symport/antiport rule; Membrane computing; Membrane creation","Biomimetics; Cells; Cytology; Polynomial approximation; Bio-inspired computing; Communication rules; Computing model; Conservation law; Membrane computing; Membrane system; P systems; Symport/antiport; Membranes","European Commission

National Natural Science Foundation of China

Ministerio de Economía y Competitividad

European Regional Development Fund

Agencia Estatal de Investigación

Fundamental Research Funds for the Central Universities","The work of B. Song was supported by National Natural Science Foundation of China (61972138, 61602192), the Fundamental Research Funds for the Central Universities (531118010355). The work of D. Orellana-Mart?n, L. Valencia-Cabrera and M.J. P?rez-Jim?nez is supported by the research project TIN2017-89842-P, cofinanced by Ministerio de Econom?a, Industria y Competitividad (MINECO) of Spain, through the Agencia Estatal de Investigaci?n (AEI), and by Fondo Europeo de Desarrollo Regional (FEDER) of the European Union.",,,"Song, B.; College of Information Science and Engineering, China; email: boshengsong@hnu.edu.cn","Elsevier Inc."
"Kazikova A., Pluhacek M., Senkerik R.","57202322367;55445026800;23975048900;","Why tuning the control parameters of metaheuristic algorithms is so important for fair comparison?",2020,"Mendel","26","2",,"9","16",,1,"10.13164/mendel.2020.2.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098257247&doi=10.13164%2fmendel.2020.2.009&partnerID=40&md5=511ccd535951426cdc2eb62a3224ef65","Faculty of Applied Informatics, Tomas Bata University in Zlin, Czech Republic","Kazikova, A., Faculty of Applied Informatics, Tomas Bata University in Zlin, Czech Republic; Pluhacek, M., Faculty of Applied Informatics, Tomas Bata University in Zlin, Czech Republic; Senkerik, R., Faculty of Applied Informatics, Tomas Bata University in Zlin, Czech Republic","Comparison; Configuration; Metaheuristics; Parameter tuning; Particle swarm optimization; Swarm algorithms",,"","Acknowledgement: This work was supported by the","This work was supported by the Internal Grant Agency of Tomas Bata University under the Projects no. IGA/CebiaTech/2020/001. The work was further supported by resources of A.I.Lab at the Faculty of Applied Informatics, Tomas Bata University in Zlin (ailab.fai.utb.cz).",,"Kazikova, A.; Faculty of Applied Informatics, Czech Republic; email: kazikova@utb.cz","Brno University of Technology"
"Husain A., Singh S.P., Sharma S.C.","39361701800;56763028400;57193878099;","PSO Optimized Geocast Routing in VANET",2020,"Wireless Personal Communications","115","3",,"2269","2288",,1,"10.1007/s11277-020-07681-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089028803&doi=10.1007%2fs11277-020-07681-9&partnerID=40&md5=d4ba1e95d8c10613b6b1bc14caaf305a","Department of Computer Science & IT, Faculty of Engineering Technology, MJP Rohilkhand University, Bareilly, 243006, India; Department of Computer Science & Engineering, Thapar Institute of Engineering & Technology, Patiala, 147004, India; Wireless Network Lab, Electronics and Computer Discipline, DPT, IIT Roorkee, Roorkee, 247667, India","Husain, A., Department of Computer Science & IT, Faculty of Engineering Technology, MJP Rohilkhand University, Bareilly, 243006, India; Singh, S.P., Department of Computer Science & Engineering, Thapar Institute of Engineering & Technology, Patiala, 147004, India; Sharma, S.C., Wireless Network Lab, Electronics and Computer Discipline, DPT, IIT Roorkee, Roorkee, 247667, India","Geocast routing; Overhead; PSO; Scalability; VANET","Biomimetics; Particle swarm optimization (PSO); Routing protocols; Soft computing; Data packet; Dynamic characteristics; Geocast routing; High Speed; Moving vehicles; Road layouts; Softcomputing techniques; Vehicular networks; Vehicular ad hoc networks",,,,,"Singh, S.P.; Department of Computer Science & Engineering, India; email: spsingh78@gmail.com","Springer"
"Morales Bieze T., Kruszewski A., Carrez B., Duriez C.","57193687816;24921822500;57193692338;56416177200;","Design, implementation, and control of a deformable manipulator robot based on a compliant spine",2020,"International Journal of Robotics Research","39","14",,"1604","1619",,3,"10.1177/0278364920910487","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083399391&doi=10.1177%2f0278364920910487&partnerID=40&md5=554d5cc3d865bab731ca0bc53b75e3c8","DEFROST Team (Inria, Université de Lille, Ecole Centrale Lille, CNRS), Lille, France","Morales Bieze, T., DEFROST Team (Inria, Université de Lille, Ecole Centrale Lille, CNRS), Lille, France; Kruszewski, A., DEFROST Team (Inria, Université de Lille, Ecole Centrale Lille, CNRS), Lille, France; Carrez, B., DEFROST Team (Inria, Université de Lille, Ecole Centrale Lille, CNRS), Lille, France; Duriez, C., DEFROST Team (Inria, Université de Lille, Ecole Centrale Lille, CNRS), Lille, France","continuum robots; deformable manipulators; finite element method; Soft robots","Agricultural robots; Biomimetics; Closed loop control systems; Deformation; Machine design; Numerical models; Robots; Closed loop control strategy; Control strategies; Experimental validations; Inspection tasks; Lattice structures; Manipulator robots; Modeling and control; Optimization method; Manipulators","Institut national de recherche en informatique et en automatique (INRIA)

Université de Lille

European Commission

European Regional Development Fund

Conseil Régional Hauts-de-France","The authors would like to thank Fabien Verbbrughe and Gilles Marguerite from Centrale Lille for their valuable advice. The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: This work has been co-financed by Inria, the University of Lille, Centrale Lille and the Conseil Regional Haut-de-France and by the European Union through the European Regional Development Fund (ERDF).","The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: This work has been co-financed by Inria, the University of Lille, Centrale Lille and the Conseil Regional Haut-de-France and by the European Union through the European Regional Development Fund (ERDF).",,"Kruszewski, A.; DEFROST Team (Inria, France; email: alexandre.kruszewski@centralelille.fr","SAGE Publications Inc."
